id,SalePrice
1461,117296.97400332036
1462,142460.68213965444
1463,163956.1007781595
1464,183436.28893948134
1465,206691.96213052794
1466,183374.61377665802
1467,165635.99454476696
1468,177971.2746051501
1469,186013.36035318597
1470,116947.91492347438
1471,189333.5348779546
1472,99755.07781391579
1473,100510.51294309522
1474,157677.26630194744
1475,147884.93119395635
1476,389759.11937262316
1477,255072.203501791
1478,324738.0648499745
1479,295353.9589792998
1480,439093.1674567701
1481,324268.831392264
1482,215826.01894088477
1483,176331.65903538032
1484,181651.51307126402
1485,170250.47941093787
1486,212252.1656666618
1487,347950.57828153996
1488,253715.75327417723
1489,198512.83833571043
1490,186506.90185096074
1491,193856.5315645243
1492,107559.29191418336
1493,177177.44989334184
1494,300236.5881548205
1495,288838.7112038606
1496,212021.80626184167
1497,195958.92171262
1498,158507.43675013716
1499,158507.43675013716
1500,155375.83854492696
1501,174927.3213347706
1502,156560.18982224778
1503,277509.1803017338
1504,226947.06948795886
1505,215376.4551597421
1506,203391.1424764967
1507,217974.97624219474
1508,193763.04299784568
1509,173546.4380547614
1510,136640.47397415427
1511,146125.50144980146
1512,169973.04139211625
1513,172075.09075596218
1514,134718.99079147525
1515,167346.8966502637
1516,160099.42337406307
1517,143418.71234489777
1518,149979.7806538246
1519,212611.41097634507
1520,135393.13537102198
1521,141932.76771075462
1522,185427.48895164434
1523,120638.29384020869
1524,119074.93330541982
1525,124208.82575581816
1526,126166.413744866
1527,84924.7740176458
1528,126113.01601929645
1529,142943.17421243578
1530,157819.59458566675
1531,116523.04785881475
1532,97399.39682994354
1533,144862.10624842468
1534,123915.2035232874
1535,139302.26150255653
1536,108364.42898863374
1537,69344.46943060034
1538,177098.95002864752
1539,188153.99930356076
1540,128056.68742501242
1541,153103.39140304428
1542,143999.00493856412
1543,217045.6927645033
1544,78291.72969399198
1545,102281.48492297949
1546,120769.56906105581
1547,118924.40717546848
1548,126428.6927270972
1549,97771.68180978131
1550,142272.9079879195
1551,114831.45701571734
1552,129175.6968133837
1553,126417.27236351406
1554,126481.48782758309
1555,149417.71582266278
1556,112846.63751014922
1557,120977.67808897482
1558,103091.930678804
1559,116909.0179620051
1560,137869.11082800062
1561,140814.69208107726
1562,108211.04109111127
1563,115512.93772273156
1564,165136.59759953385
1565,148124.42621566053
1566,148536.9793124079
1567,80615.31048175451
1568,209833.68664691038
1569,113712.47576132831
1570,115954.88645307488
1571,120536.68717673233
1572,132452.1081542418
1573,226350.41842100257
1574,158634.5207676085
1575,195808.95118882632
1576,204011.23612862756
1577,198515.4061753253
1578,141393.39151923428
1579,141134.14613127607
1580,189957.81481289782
1581,132186.3873572628
1582,121374.41242152156
1583,341707.3931915925
1584,238117.98837146276
1585,139587.61723928468
1586,67600.198956059
1587,106389.05455463624
1588,143234.6987088865
1589,109279.80544728889
1590,137756.1135686598
1591,104569.75897540434
1592,115523.53333447197
1593,118066.48856947072
1594,124129.71452200487
1595,131808.17914828597
1596,247356.578561417
1597,158941.94973825465
1598,180914.56910361978
1599,179948.35881924932
1600,188835.97361685865
1601,57211.66573710315
1602,104479.03517198384
1603,82591.07935601112
1604,263837.6366778743
1605,256849.41589339852
1606,166312.11949000732
1607,207013.45967756395
1608,205651.3981451583
1609,198468.59967205895
1610,151933.47381065227
1611,152998.69335861487
1612,192011.43306920113
1613,168992.56525949633
1614,118784.94595375008
1615,86035.92282478926
1616,86035.92282478926
1617,90639.11420027603
1618,121746.35781731067
1619,132533.49485829548
1620,187195.1402083422
1621,135930.76462287828
1622,135792.21891773958
1623,257505.43568279388
1624,199682.23788426432
1625,120607.1206847774
1626,174296.09843021625
1627,183814.0994509182
1628,278557.33621720376
1629,180138.73330574698
1630,315477.9772736185
1631,242436.5524290435
1632,260756.22067305027
1633,168593.84004684494
1634,184820.87018558892
1635,173999.83028056263
1636,162152.20310311316
1637,176543.59149305386
1638,218015.99921723304
1639,182528.1640941124
1640,261577.0420844927
1641,176320.9511877884
1642,219639.2037835192
1643,248959.69299848526
1644,219325.72282322164
1645,161134.98598498243
1646,152919.03528934118
1647,164454.7182087786
1648,150341.51430717896
1649,131381.3056109847
1650,118257.75589001994
1651,110002.17780405546
1652,101737.30822793694
1653,109647.74324519861
1654,163193.2986943206
1655,161014.08602174598
1656,155321.4279946624
1657,163382.54961179986
1658,153922.4463054572
1659,146710.38125377902
1660,139053.3653729767
1661,443784.7921066186
1662,396823.5403338168
1663,371911.10760500963
1664,459991.14902366267
1665,345416.6310823022
1666,263430.053481024
1667,309648.78764572553
1668,345915.30625931075
1669,296107.8904730431
1670,337945.59412759874
1671,246494.2647123654
1672,411940.54136944015
1673,302380.3605605872
1674,253429.55411717345
1675,184713.32252512037
1676,185520.850838175
1677,206243.03311863006
1678,421764.78894988436
1679,337627.5201374578
1680,314496.22028247756
1681,268731.1091352772
1682,276446.6818243067
1683,183926.89103616116
1684,187968.81831327747
1685,177068.57319618025
1686,184453.67172235833
1687,170250.47941093787
1688,191859.79039468325
1689,191277.40166439305
1690,187180.44707729065
1691,170632.85640779888
1692,263943.0809429446
1693,170250.47941093787
1694,180023.17864123866
1695,177518.75054044853
1696,268797.3968844471
1697,177518.75054044853
1698,345374.5112892196
1699,323470.45032489614
1700,238187.04931681263
1701,263735.80974486517
1702,278140.42964841356
1703,291937.36509293143
1704,301647.0799916845
1705,274622.1362343124
1706,423984.9538582524
1707,211254.35457473173
1708,211456.77468945913
1709,293798.7479319546
1710,223801.43962601034
1711,242937.71921706965
1712,288555.7878630337
1713,238280.81900789714
1714,209730.90810948025
1715,196806.91149001272
1716,195041.36414828987
1717,181623.70654667765
1718,130204.78293098841
1719,214216.49601101968
1720,254339.45149104026
1721,167010.4878473623
1722,128323.05230923663
1723,154378.89342599455
1724,218857.40078786752
1725,229974.18481823592
1726,192333.579063106
1727,173811.6624496823
1728,185049.36410955695
1729,167358.5694266456
1730,145933.8670268865
1731,129789.53530430044
1732,122089.10293891703
1733,112475.57798993953
1734,129414.23860485048
1735,128149.74079544685
1736,128811.45799560571
1737,307084.04040817596
1738,209130.25452149403
1739,322761.1112830014
1740,183748.88646344014
1741,172905.76677541996
1742,174927.3213347706
1743,182972.79366107975
1744,244126.7636659076
1745,256189.9197356853
1746,249924.07757285633
1747,218505.5776323463
1748,203834.32987981767
1749,156047.9309136928
1750,149818.87171870205
1751,240790.49294012086
1752,105773.48228181395
1753,171594.9808477101
1754,226931.12642313953
1755,161986.5052564897
1756,113222.33162000348
1757,113624.20961728669
1758,138231.0224846433
1759,152591.017117717
1760,148181.34386235784
1761,152339.20523110795
1762,174501.76385237073
1763,185617.762282383
1764,124417.46154159807
1765,179626.38903239026
1766,166338.95216227096
1767,180605.46791054137
1768,131461.7564776936
1769,181666.4071347712
1770,134276.72940448538
1771,135641.7024491328
1772,149307.47121321005
1773,128464.23307147283
1774,153656.50165976235
1775,134591.87995837748
1776,113940.39582115796
1777,109998.81936171213
1778,123812.27514744719
1779,106072.61310191058
1780,173882.39347288798
1781,133548.90482310948
1782,90880.97855808641
1783,130093.01997132547
1784,84951.7612210142
1785,106411.62678166607
1786,151864.76163121092
1787,151015.37782987213
1788,59284.28771313952
1789,94048.34249244763
1790,59772.71996661647
1791,213883.09784288504
1792,152514.15138340098
1793,147069.77070730162
1794,140825.36969995147
1795,142364.46945493633
